village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,drainage_quality_score,road_connectivity_score,healthcare_access_score,surface_water_exposure,flood_hazard_score_FROM_MODEL1,erosion_risk_score_FROM_MODEL2,cloudburst_exceedance_probability_FROM_MODEL3,landslide_susceptibility_score_FROM_MODEL4,exposure_score_TARGET,vulnerability_score_TARGET,composite_risk_score_TARGET,priority_category_TARGET,hazard_diversity,max_hazard,exposure_score_calc,risk_category,red_zone_priority
521230,Sadhli,Sinor,21.990856,73.297683,6269.0,1284.0,23.91,5.533,2,3,1,1,0.505,0.98,0.95,0.66,0.846,0.096,0.554,Medium (Mitigation),0.2300498134462766,0.98,346.86377,Moderate,3473.0260000000003
521108,Sampla,Padra,22.092733,72.917623,1449.0,310.0,16.7,1.664,1,2,0,1,0.439,0.98,0.92,0.596,0.604,0.367,0.564,Medium (Mitigation),0.25895993898670894,0.98,24.11136,Moderate,817.2359999999999
521107,Shanpur,Padra,22.104415,72.950166,1367.0,277.0,11.85,2.639,1,2,0,0,0.536,0.98,0.914,0.595,0.165,0.347,0.492,Medium (Mitigation),0.22320450264275585,0.98,36.07513,Moderate,672.564
521090,Kanzat,Padra,22.108455,72.889902,4659.0,1005.0,6.48,6.373,1,3,1,1,0.532,0.98,0.937,0.593,0.898,0.05,0.55,Medium (Mitigation),0.23065197448392533,0.98,296.91807,Moderate,2562.4500000000003
521110,Bhanpur,Padra,22.090872,72.938779,801.0,164.0,2.12,2.543,1,2,0,1,0.497,0.98,0.937,0.607,0.659,0.308,0.573,Medium (Mitigation),0.23959462292241315,0.98,20.36943,Moderate,458.97299999999996
521111,Vanchhara,Padra,22.075925,72.949723,1460.0,315.0,34.86,1.7,1,2,1,1,0.522,0.98,0.932,0.605,0.606,0.289,0.562,Medium (Mitigation),0.22996575832066826,0.98,24.82,Moderate,820.5200000000001
521109,Danoli,Padra,22.069706,72.919621,1017.0,232.0,9.14,2.11,1,2,0,1,0.388,0.98,0.918,0.596,0.632,0.337,0.549,Medium (Mitigation),0.27833013970223686,0.98,21.4587,Moderate,558.3330000000001
521118,Nedra,Padra,22.052913,72.928131,1030.0,226.0,39.42,1.876,1,2,0,1,0.51,0.98,0.934,0.606,0.617,0.458,0.612,Medium (Mitigation),0.23442624995223268,0.98,19.3228,Moderate,630.36
521227,Tinglod,Sinor,21.990449,73.25099,819.0,194.0,44.2,1.754,2,3,0,0,0.504,0.98,0.939,0.597,0.11,0.327,0.47,Medium (Mitigation),0.23975404063331238,0.98,14.365260000000001,Moderate,384.92999999999995
521122,Abhara,Karjan,22.088832,73.023087,1059.0,245.0,61.66,1.629,2,2,0,1,0.507,0.98,0.95,0.639,0.602,0.547,0.64,Medium (Mitigation),0.232970670543168,0.98,17.25111,Moderate,677.76
521142,Kandari,Karjan,22.080348,73.151713,4295.0,973.0,46.87,2.688,1,3,1,1,0.481,0.98,0.95,0.64,0.668,0.187,0.539,Medium (Mitigation),0.24270060431184204,0.98,115.4496,Moderate,2315.005
521132,Kurai,Karjan,22.077144,73.102052,1473.0,344.0,60.9,1.796,1,2,1,1,0.427,0.98,0.95,0.627,0.612,0.394,0.577,Medium (Mitigation),0.2660162902279984,0.98,26.455080000000002,Moderate,849.9209999999999
521134,Handod,Karjan,22.074506,73.054631,2095.0,466.0,30.69,2.054,0,2,1,0,0.43,0.98,0.921,0.597,0.128,0.273,0.439,Medium (Mitigation),0.2624588856691018,0.98,43.031299999999995,Moderate,919.705
521133,Khandha,Karjan,22.070567,73.073476,1362.0,259.0,23.42,1.694,0,2,0,1,0.446,0.98,0.926,0.606,0.606,0.394,0.576,Medium (Mitigation),0.25598632775990204,0.98,23.07228,Moderate,784.512
521136,Chorbhuj,Karjan,22.061192,73.010019,1128.0,254.0,28.99,1.332,1,2,0,1,0.438,0.98,0.927,0.606,0.583,0.416,0.576,Medium (Mitigation),0.25929953721516746,0.98,15.02496,Moderate,649.728
521123,Sambhoi,Karjan,22.107029,73.03894,1257.0,253.0,32.22,1.765,1,2,0,1,0.522,0.98,0.95,0.608,0.61,0.429,0.607,Medium (Mitigation),0.23391451429956198,0.98,22.18605,Moderate,762.999
521124,Surwada,Karjan,22.107989,73.055006,1382.0,299.0,23.44,2.838,1,2,0,0,0.503,0.98,0.938,0.616,0.177,0.394,0.505,Medium (Mitigation),0.23584369824101722,0.98,39.22116,Moderate,697.91
521121,Virjai,Karjan,22.100334,73.001793,1738.0,397.0,29.92,1.647,2,2,1,1,0.471,0.98,0.914,0.593,0.603,0.27,0.541,Medium (Mitigation),0.24620113728413198,0.98,28.624859999999998,Moderate,940.258
521126,Pingalwada,Karjan,22.108714,73.097279,1508.0,359.0,31.83,1.926,1,3,1,1,0.504,0.98,0.922,0.598,0.62,0.127,0.511,Medium (Mitigation),0.2353012253828413,0.98,29.044079999999997,Moderate,770.588
521127,Harsunda,Karjan,22.10727,73.123008,463.0,105.0,58.53,2.74,1,2,0,1,0.536,0.98,0.942,0.609,0.671,0.534,0.653,High (Relocation Priority),0.2268029614739043,0.98,12.686200000000001,High,302.339
521125,Manpur,Karjan,22.098113,73.075975,1022.0,210.0,41.1,2.094,0,2,0,0,0.522,0.98,0.934,0.606,0.131,0.464,0.52,Medium (Mitigation),0.2302426256510003,0.98,21.400679999999998,Moderate,531.44
521131,Anastu,Karjan,22.086903,73.114773,1899.0,420.0,44.13,2.208,1,2,1,0,0.5,0.98,0.95,0.643,0.138,0.327,0.479,Medium (Mitigation),0.2348877391436173,0.98,41.92992,Moderate,909.621
521129,Manglej,Karjan,22.094203,73.173107,1297.0,276.0,45.1,2.362,1,3,0,0,0.554,0.98,0.903,0.588,0.148,0.33,0.486,Medium (Mitigation),0.2166508327547654,0.98,30.63514,Moderate,630.342
521130,Kherda,Karjan,22.092915,73.136272,1211.0,221.0,17.34,2.533,1,2,0,1,0.507,0.98,0.936,0.607,0.658,0.369,0.594,Medium (Mitigation),0.23577460988551474,0.98,30.674629999999997,Moderate,719.334
521137,Umaj,Karjan,22.055899,72.964382,1167.0,245.0,34.53,2.185,1,2,1,1,0.466,0.98,0.917,0.596,0.637,0.288,0.553,Medium (Mitigation),0.24815368222132028,0.98,25.49895,Moderate,645.351
521146,Vemardi,Karjan,22.052172,73.172982,1212.0,256.0,51.4,2.344,1,3,0,0,0.481,0.98,0.95,0.652,0.146,0.356,0.486,Medium (Mitigation),0.24074381265846342,0.98,28.40928,Moderate,589.032
521166,Mankan,Karjan,21.932658,73.069718,1792.0,335.0,25.22,4.87,1,2,0,1,0.477,0.98,0.95,0.626,0.804,0.401,0.628,Medium (Mitigation),0.2466662725222076,0.98,87.27040000000001,Moderate,1125.376
521184,Sarupur Timbi,Karjan,21.929106,73.150558,768.0,158.0,45.57,2.279,1,2,0,1,0.533,0.98,0.95,0.638,0.642,0.482,0.634,Medium (Mitigation),0.22359393998943705,0.98,17.50272,Moderate,486.91200000000003
521183,Saniyad,Karjan,21.923933,73.173165,1228.0,259.0,60.02,1.785,0,1,1,0,0.442,0.98,0.936,0.605,0.112,0.54,0.521,Medium (Mitigation),0.2601555624365289,0.98,21.9198,Moderate,639.788
521163,Dethan,Karjan,21.977393,73.104835,2225.0,444.0,24.31,2.878,1,3,1,1,0.471,0.98,0.922,0.594,0.68,0.097,0.506,Medium (Mitigation),0.24791715686226048,0.98,64.0355,Moderate,1125.85
521164,Valan,Karjan,21.954884,73.075371,10182.0,1854.0,15.46,4.353,1,3,1,0,0.515,0.98,0.927,0.594,0.272,0.062,0.424,Medium (Mitigation),0.23361364115422142,0.98,443.22246,Moderate,4317.168
521169,Atali,Karjan,21.963404,73.147394,1222.0,262.0,35.52,1.711,1,2,0,1,0.329,0.98,0.95,0.617,0.607,0.442,0.567,Medium (Mitigation),0.3076719031695939,0.98,20.90842,Moderate,692.8739999999999
521170,Bachar,Karjan,21.962801,73.17002,1253.0,252.0,28.57,2.021,1,2,1,1,0.479,0.98,0.95,0.618,0.626,0.264,0.552,Medium (Mitigation),0.24737471576537484,0.98,25.323130000000003,Moderate,691.6560000000001
521168,Kiya,Karjan,21.957047,73.121666,1410.0,273.0,22.91,1.502,0,2,0,1,0.402,0.98,0.939,0.607,0.594,0.392,0.564,Medium (Mitigation),0.2762112717951001,0.98,21.1782,Moderate,795.2399999999999
521176,Urad,Karjan,21.941814,73.159467,1073.0,226.0,37.65,2.379,1,2,0,1,0.491,0.98,0.95,0.618,0.649,0.451,0.615,Medium (Mitigation),0.24291613779244883,0.98,25.52667,Moderate,659.895
521177,Koliyad,Karjan,21.927209,73.131173,2612.0,538.0,45.83,2.877,1,2,1,1,0.452,0.98,0.95,0.617,0.68,0.333,0.577,Medium (Mitigation),0.25780661356916346,0.98,75.14724,Moderate,1507.1239999999998
521167,Divi,Karjan,21.933756,73.116397,844.0,162.0,38.51,1.967,1,2,0,0,0.368,0.98,0.939,0.607,0.123,0.454,0.481,Medium (Mitigation),0.28993390051297324,0.98,16.601480000000002,Moderate,405.964
521165,Mesrad,Karjan,21.930546,73.021135,2174.0,393.0,27.92,2.053,1,2,1,1,0.496,0.98,0.95,0.64,0.628,0.262,0.557,Medium (Mitigation),0.2369437345306546,0.98,44.63222,Moderate,1210.9180000000001
521178,Sansrod,Karjan,21.912531,73.096947,5649.0,1129.0,26.87,6.068,1,3,1,1,0.464,0.98,0.95,0.635,0.879,0.107,0.553,Medium (Mitigation),0.25014046054167244,0.98,342.78132,Moderate,3123.8970000000004
521182,Sanapura,Karjan,21.90548,73.145016,891.0,207.0,51.96,1.993,1,2,0,1,0.469,0.98,0.928,0.606,0.625,0.508,0.619,Medium (Mitigation),0.24779611915174676,0.98,17.757630000000002,Moderate,551.529
521181,Saring,Karjan,21.890801,73.129828,1731.0,385.0,41.19,1.947,1,2,0,1,0.426,0.98,0.95,0.617,0.622,0.465,0.599,Medium (Mitigation),0.2679444905199582,0.98,33.70257,Moderate,1036.869
521179,Haldarva,Karjan,21.896641,73.077939,2141.0,402.0,41.29,3.393,1,3,0,0,0.425,0.98,0.95,0.626,0.212,0.315,0.472,Medium (Mitigation),0.26696488533138585,0.98,72.64412999999999,Moderate,1010.5519999999999
521195,Karan,Karjan,21.89618,73.168278,703.0,151.0,39.4,1.538,1,2,0,1,0.4,0.98,0.939,0.607,0.596,0.458,0.584,Medium (Mitigation),0.27700842345796395,0.98,10.81214,Moderate,410.55199999999996
521180,Mantroj,Karjan,21.889077,73.10036,857.0,190.0,63.83,1.884,1,1,0,0,0.534,0.98,0.95,0.646,0.118,0.705,0.597,Medium (Mitigation),0.2216205465805611,0.98,16.14588,Moderate,511.62899999999996
521196,Pachhiyapura,Karjan,21.894566,73.156396,1144.0,254.0,29.11,1.692,1,2,1,0,0.477,0.98,0.95,0.616,0.106,0.266,0.448,Medium (Mitigation),0.24849731722227236,0.98,19.356479999999998,Moderate,512.5120000000001
521197,Delvada,Karjan,21.877363,73.14759,504.0,131.0,27.98,1.775,1,2,0,1,0.508,0.98,0.95,0.617,0.611,0.412,0.599,Medium (Mitigation),0.23692245566851614,0.98,8.946,Moderate,301.896
521199,Arjanpura,Karjan,21.867865,73.164557,368.0,75.0,15.49,3.041,0,2,0,0,0.479,0.98,0.95,0.616,0.19,0.362,0.494,Medium (Mitigation),0.24775037840536188,0.98,11.19088,Moderate,181.792
521198,Somaj,Karjan,21.868243,73.149303,230.0,53.0,37.83,1.438,1,2,0,1,0.471,0.98,0.942,0.609,0.59,0.451,0.597,Medium (Mitigation),0.24998999979999198,0.98,3.3074,Moderate,137.31
521192,Samri,Karjan,21.935162,73.197469,1436.0,267.0,12.4,5.419,1,2,1,1,0.376,0.98,0.95,0.619,0.839,0.2,0.552,Medium (Mitigation),0.2878256127125126,0.98,77.81684,Moderate,792.672
521173,Methi,Karjan,21.973103,73.221783,1076.0,252.0,40.33,1.871,0,2,1,0,0.492,0.98,0.95,0.617,0.117,0.311,0.467,Medium (Mitigation),0.24274317704108594,0.98,20.13196,Moderate,502.492
521174,Chhanchhva,Karjan,21.973599,73.197097,727.0,153.0,60.52,1.298,1,2,0,1,0.54,0.98,0.95,0.617,0.581,0.542,0.64,Medium (Mitigation),0.22568174494185386,0.98,9.43646,Moderate,465.28000000000003
521175,Kala,Karjan,21.949247,73.1791,1323.0,253.0,15.42,3.5,1,2,0,1,0.531,0.98,0.946,0.619,0.719,0.362,0.611,Medium (Mitigation),0.22729862882707114,0.98,46.305,Moderate,808.353
521187,Simli,Karjan,21.952537,73.220691,1682.0,363.0,55.95,2.288,1,2,0,1,0.447,0.98,0.95,0.617,0.643,0.524,0.626,Medium (Mitigation),0.2597364048415239,0.98,38.484159999999996,Moderate,1052.932
521186,Kanthariya,Karjan,21.947104,73.19995,574.0,137.0,45.12,1.421,1,2,0,1,0.392,0.98,0.95,0.628,0.589,0.48,0.59,Medium (Mitigation),0.28007320471619557,0.98,8.15654,Moderate,338.65999999999997
521188,Kothiya,Karjan,21.943,73.238991,1072.0,249.0,27.61,2.325,0,2,0,1,0.493,0.98,0.95,0.64,0.645,0.41,0.604,Medium (Mitigation),0.2380873439167511,0.98,24.924,Moderate,647.4879999999999
521190,Deroli,Karjan,21.935378,73.221769,581.0,139.0,28.4,1.478,0,2,1,1,0.476,0.98,0.95,0.657,0.592,0.264,0.547,Medium (Mitigation),0.24195919077398154,0.98,8.58718,Moderate,317.807
521193,Samra,Karjan,21.918272,73.193568,936.0,191.0,24.89,1.498,0,2,0,1,0.333,0.98,0.95,0.616,0.594,0.4,0.553,Medium (Mitigation),0.3060962539245893,0.98,14.021279999999999,Moderate,517.6080000000001
521191,Fatepur,Karjan,21.918199,73.21762,668.0,146.0,55.39,1.403,0,2,0,1,0.501,0.98,0.95,0.637,0.588,0.522,0.628,Medium (Mitigation),0.23559428402800153,0.98,9.37204,Moderate,419.504
521194,Sherpura,Karjan,21.905708,73.187584,238.0,50.0,66.39,1.46,0,2,0,0,0.292,0.98,0.924,0.596,0.091,0.566,0.489,Medium (Mitigation),0.31929088096384256,0.98,3.4748,Moderate,116.38199999999999
521203,Kahona,Karjan,21.90302,73.210746,582.0,140.0,64.95,1.406,0,1,0,1,0.46,0.98,0.924,0.595,0.588,0.71,0.669,High (Relocation Priority),0.2522437643761817,0.98,8.18292,High,389.358
521140,Kambola,Karjan,22.040465,73.053253,1244.0,311.0,53.54,1.296,1,2,0,0,0.424,0.98,0.92,0.597,0.081,0.514,0.501,Medium (Mitigation),0.26452772381485207,0.98,16.12224,Moderate,623.244
521202,Ropa,Karjan,21.890067,73.20414,729.0,156.0,60.22,3.878,0,2,0,1,0.421,0.98,0.95,0.626,0.742,0.541,0.645,Medium (Mitigation),0.2685670307390689,0.98,28.270619999999997,Moderate,470.20500000000004
521204,Hirjipura,Karjan,21.896063,73.215054,212.0,55.0,58.49,1.395,0,1,1,1,0.491,0.98,0.943,0.607,0.587,0.534,0.626,Medium (Mitigation),0.243289094152067,0.98,2.9574000000000003,Moderate,132.712
521201,Rarod,Karjan,21.873413,73.196423,1335.0,313.0,53.26,1.943,0,2,1,0,0.325,0.98,0.877,0.57,0.121,0.363,0.435,Medium (Mitigation),0.2981487324585947,0.98,25.93905,Moderate,580.725
521200,Oz,Karjan,21.87564,73.180678,1616.0,341.0,46.35,1.758,1,2,0,0,0.381,0.98,0.938,0.606,0.11,0.485,0.49,Medium (Mitigation),0.284537490207061,0.98,28.40928,Moderate,791.84
521205,Bakapur,Karjan,21.890455,73.218039,114.0,24.0,79.82,0.613,1,1,0,1,0.498,0.98,0.95,0.627,0.538,0.769,0.69,High (Relocation Priority),0.23859082826741965,0.98,0.69882,High,78.66
521208,Malod,Karjan,21.875783,73.219811,587.0,115.0,13.63,3.413,0,1,0,1,0.467,0.98,0.95,0.626,0.713,0.505,0.639,Medium (Mitigation),0.2504880236658032,0.98,20.034309999999998,Moderate,375.093
521207,Sayar,Karjan,21.857272,73.234331,2364.0,491.0,16.07,2.926,1,2,0,1,0.482,0.98,0.95,0.631,0.683,0.364,0.595,Medium (Mitigation),0.24387343028710606,0.98,69.17064,Moderate,1406.58
521209,Sagdol,Karjan,21.861315,73.214469,1022.0,231.0,55.77,2.044,1,2,0,0,0.36,0.98,0.938,0.606,0.128,0.523,0.501,Medium (Mitigation),0.29309611620308673,0.98,20.88968,Moderate,512.022
521210,Pura,Karjan,21.84658,73.185721,1149.0,239.0,48.74,2.082,0,2,0,1,0.443,0.98,0.95,0.65,0.63,0.495,0.616,Medium (Mitigation),0.25626597511179666,0.98,23.922179999999997,Moderate,707.784
521213,Nani Koral,Karjan,21.836794,73.222085,723.0,157.0,47.72,1.38,1,1,0,1,0.49,0.98,0.95,0.647,0.586,0.641,0.661,High (Relocation Priority),0.23803833724843565,0.98,9.9774,High,477.903
521211,Moti Koral,Karjan,21.835705,73.206877,2809.0,602.0,7.19,4.168,0,2,1,1,0.493,0.98,0.95,0.629,0.76,0.179,0.557,Medium (Mitigation),0.24007915361396956,0.98,117.07912,Moderate,1564.613
521235,Mota Karala,Sinor,21.985864,73.394809,1932.0,460.0,72.15,2.128,2,2,1,0,0.331,0.98,0.95,0.638,0.133,0.439,0.474,Medium (Mitigation),0.30466087704199896,0.98,41.11296,Moderate,915.7679999999999
521236,Simli,Sinor,21.984892,73.361907,1695.0,377.0,61.06,2.008,2,3,1,0,0.455,0.98,0.95,0.628,0.126,0.244,0.441,Medium (Mitigation),0.2547984497598052,0.98,34.0356,Moderate,747.495
521229,Utraj,Sinor,21.982802,73.275034,1851.0,431.0,33.55,2.738,2,3,1,1,0.491,0.98,0.95,0.638,0.671,0.134,0.526,Medium (Mitigation),0.23920336536094133,0.98,50.68037999999999,Moderate,973.6260000000001
521238,Tersa,Sinor,21.979599,73.329423,761.0,166.0,53.35,2.408,1,2,0,0,0.434,0.98,0.95,0.659,0.15,0.513,0.524,Medium (Mitigation),0.2587822443677309,0.98,18.324879999999997,Moderate,398.764
521239,Manjrol,Sinor,21.958358,73.313963,1903.0,415.0,29.16,2.068,0,2,0,1,0.535,0.98,0.95,0.617,0.629,0.417,0.611,Medium (Mitigation),0.22740052770387317,0.98,39.35404,Moderate,1162.733
521237,Kukas,Sinor,21.968984,73.339508,1885.0,423.0,31.25,2.417,2,2,1,0,0.518,0.98,0.95,0.617,0.151,0.275,0.469,Medium (Mitigation),0.23335005892435512,0.98,45.56045,Moderate,884.0649999999999
521228,Bavaliya,Sinor,21.972337,73.245191,851.0,184.0,55.46,1.351,0,2,0,1,0.404,0.98,0.922,0.596,0.584,0.522,0.599,Medium (Mitigation),0.27295604041676746,0.98,11.49701,Moderate,509.74899999999997
521244,Mota Fofaliya,Sinor,21.962219,73.372037,2235.0,549.0,50.78,2.37,2,3,1,0,0.387,0.98,0.95,0.648,0.148,0.203,0.419,Medium (Mitigation),0.2797419942256316,0.98,52.9695,Moderate,936.4649999999999
521241,Diver,Sinor,21.948215,73.272071,1252.0,298.0,48.8,1.276,1,2,1,0,0.454,0.98,0.95,0.657,0.08,0.345,0.464,Medium (Mitigation),0.25082846063927167,0.98,15.975520000000001,Moderate,580.928
521240,Mindhol,Sinor,21.952392,73.295069,1517.0,317.0,21.29,1.662,2,3,0,0,0.533,0.98,0.95,0.605,0.104,0.235,0.45,Medium (Mitigation),0.23083760525529629,0.98,25.21254,Moderate,682.65
521249,Kanjetha,Sinor,21.945834,73.354149,786.0,193.0,47.07,0.872,0,3,1,0,0.423,0.98,0.95,0.616,0.054,0.188,0.402,Medium (Mitigation),0.26928593848670723,0.98,6.8539200000000005,Moderate,315.97200000000004
521253,Zanzad,Sinor,21.934401,73.397659,1418.0,362.0,43.58,1.682,1,2,1,0,0.413,0.98,0.95,0.648,0.105,0.324,0.453,Medium (Mitigation),0.26885730415966014,0.98,23.85076,Moderate,642.354
